sbn,category,band,score,hardest_rule,solved_via,steps,n_solutions
551W8vf8NqX,distinct,Medium,40.0,region_confined,logic,8,1
551W8pK0gLJ,distinct,Medium,100.0,exclusion,logic,13,1
551W9H8aAp5,distinct,Medium,100.0,exclusion,logic,9,1
551WEtYC2BG,distinct,Medium,100.0,exclusion,logic,12,1
551W29iWYSH,distinct,Medium,40.0,region_confined,logic,8,1
551W2IJK6zK,distinct,Medium,100.0,exclusion,logic,13,1
551WAeYP054,distinct,Medium,40.0,region_confined,logic,11,1
551W1SaQ8RH,distinct,Easy,15.5,row_col_last,logic,9,1
551W3CYH4LY,distinct,Medium,61.0,region_confined,logic,12,1
551W4oY6YOH,distinct,Medium,100.0,exclusion,logic,11,1
551W2DgeWQ4,distinct,Medium,40.0,region_confined,logic,8,1
551W3H2GYzC,distinct,Easy,15.5,row_col_last,logic,10,1
551W8HX8gwu,distinct,Medium,40.0,region_confined,logic,8,1
551W28b14Tr,distinct,Medium,100.0,exclusion,logic,9,1
551W2cPMIEm,distinct,Medium,100.0,exclusion,logic,11,1
551W1J5P2gn,distinct,Medium,40.0,region_confined,logic,12,1
551W2Bz8b9I,distinct,Medium,150.0,undercounting,logic,13,1
551W8ga8i-8,distinct,Medium,82.0,region_confined,logic,11,1
551W6cMPA2e,distinct,Medium,100.0,exclusion,logic,11,1
551W6R8X2H4,distinct,Medium,100.0,exclusion,logic,10,1
551W17I96P2,distinct,Medium,40.0,region_confined,logic,8,1
551W2CumYEJ,distinct,Medium,100.0,exclusion,logic,13,1
551W0BhD3MA,distinct,Medium,100.0,exclusion,logic,11,1
551W8BgXCep,distinct,Medium,145.0,region_confined,logic,12,1
551W98ZDCoW,distinct,Medium,100.0,exclusion,logic,13,1
551W1O3BkQ3,distinct,Medium,100.0,exclusion,logic,11,1
551W0WqJcP2,distinct,Easy,15.5,row_col_last,logic,9,1
551W7HTmWNG,distinct,Medium,40.0,region_confined,logic,11,1
551W5bOYE8Y,distinct,Medium,100.0,exclusion,logic,14,1
551W48wGXb6,distinct,Medium,40.0,region_confined,logic,11,1
551W42KJA8c,distinct,Medium,40.0,region_confined,logic,11,1
551W06WXMPg,distinct,Medium,40.0,region_confined,logic,11,1
551WC8gg2f4,distinct,Hard,540.0,finned_counts,logic,12,1
551W49df5aX,distinct,Medium,40.0,region_confined,logic,11,1
551WAO6W9Tc,distinct,Easy,15.5,row_col_last,logic,7,1
551W2hB0jyI,distinct,Medium,145.0,region_confined,logic,12,1
551W5Q14rMI,distinct,Medium,140.0,exclusion,logic,15,1
551W29ee3T4,distinct,Easy,15.5,row_col_last,logic,9,1
551W46bEiTe,distinct,Hard,500.0,finned_counts,logic,18,1
551W1EIP6U2,distinct,Medium,100.0,exclusion,logic,13,1
551W0N14cgc,distinct,Easy,15.5,row_col_last,logic,7,1
551W6Gca1uo,distinct,Medium,145.0,region_confined,logic,9,1
551W4OX54Yf,distinct,Medium,40.0,region_confined,logic,11,1
551WA4kGffP,distinct,Medium,200.0,undercounting,logic,14,1
551W4bJI4_5,distinct,Medium,100.0,exclusion,logic,14,1
551WAOmWwP2,distinct,Hard,540.0,finned_counts,logic,13,1
551W2J9f4en,distinct,Medium,100.0,exclusion,logic,14,1
551W4ZlaE5a,distinct,Medium,40.0,region_confined,logic,8,1
551W3VPgEGG,distinct,Easy,15.5,row_col_last,logic,9,1
551WCgeW6uY,distinct,Medium,100.0,exclusion,logic,11,1
551W9Qe1SIY,distinct,Medium,40.0,region_confined,logic,11,1
551W6MJAkA1,distinct,Medium,100.0,exclusion,logic,13,1
551W4P5I8qI,distinct,Easy,15.5,row_col_last,logic,9,1
551W5HYGHDC,distinct,Medium,100.0,exclusion,logic,10,1
551W2Ayf0Cr,distinct,Medium,150.0,undercounting,logic,14,1
551W4GqI8P6,distinct,Medium,40.0,region_confined,logic,11,1
551W3NIHai2,distinct,Medium,100.0,exclusion,logic,11,1
551W21Yn5FC,distinct,Medium,40.0,region_confined,logic,10,1
551WCgbQ2Wo,distinct,Medium,140.0,exclusion,logic,14,1
551W9LKAgCW,distinct,Easy,15.5,row_col_last,logic,10,1
551WARY5E1K,distinct,Easy,15.5,row_col_last,logic,9,1
551W9hg8IQ0,distinct,Medium,40.0,region_confined,logic,8,1
551W8BV0jvI,distinct,Hard,540.0,finned_counts,logic,11,1
551W2ggR128,distinct,Medium,40.0,region_confined,logic,11,1
551W4OMe1vY,distinct,Easy,15.5,row_col_last,logic,10,1
551WAb44cNH,distinct,Medium,100.0,exclusion,logic,13,1
551W0anPTou,distinct,Hard,500.0,finned_counts,logic,17,1
551W14KnKPY,distinct,Medium,100.0,exclusion,logic,11,1
551W2nuXAua,distinct,Medium,40.0,region_confined,logic,8,1
551W8Ag6bMO,distinct,Easy,15.5,row_col_last,logic,10,1
551W80YBLKY,distinct,Hard,540.0,finned_counts,logic,12,1
551WDfcG4cH,distinct,Medium,200.0,undercounting,logic,12,1
551W2OfPbWn,distinct,Medium,100.0,exclusion,logic,12,1
551WARHHAjm,distinct,Medium,100.0,exclusion,logic,12,1
551WBf4G4MH,distinct,Easy,15.5,row_col_last,logic,10,1
551W2Q6GNj4,distinct,Easy,15.5,row_col_last,logic,9,1
551WAfa2LGY,distinct,Easy,15.5,row_col_last,logic,10,1
551W5IaH2SP,distinct,Medium,140.0,exclusion,logic,14,1
551W8RP5QX4,distinct,Medium,100.0,exclusion,logic,13,1
551W4NaWb9C,distinct,Hard,500.0,finned_counts,logic,11,1
551W3PaGYe8,distinct,Hard,540.0,finned_counts,logic,11,1
551W4Q04cQh,distinct,Hard,540.0,finned_counts,logic,13,1
551W1VYX3bP,distinct,Medium,140.0,exclusion,logic,15,1
551W0Pkwe3C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0PtRC39,shape-T,Medium,100.0,exclusion,logic,13,1
551W0TsRC2A,shape-T,Medium,40.0,region_confined,logic,11,1
551W0T_QB29,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0VkR92C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0PsRC3A,shape-T,Medium,40.0,region_confined,logic,11,1
551W0RcUi29,shape-T,Medium,140.0,exclusion,logic,11,1
551W0PkwA3C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0Plwe2f,shape-T,Medium,150.0,undercounting,logic,13,1
551W0Psw93A,shape-T,Medium,140.0,exclusion,logic,13,1
551W0Psw92i,shape-T,Medium,140.0,exclusion,logic,13,1
551W0PsRC2i,shape-T,Medium,40.0,region_confined,logic,10,1
551W0R-R92i,shape-T,Hard,540.0,finned_counts,logic,16,1
551W0Pcw92g,shape-T,Medium,100.0,exclusion,logic,12,1
551W0PcVC29,shape-T,Medium,40.0,region_confined,logic,11,1
551W0xdUe2A,shape-T,Medium,82.0,region_confined,logic,14,1
551W0VsQi2e,shape-T,Medium,150.0,undercounting,logic,12,1
551W0xkQ93C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0Ptw939,shape-T,Medium,100.0,exclusion,logic,12,1
551W0PdUg2A,shape-T,Medium,150.0,undercounting,logic,12,1
551W0vdV82A,shape-T,Medium,61.0,region_confined,logic,11,1
551W0TswO2A,shape-T,Medium,61.0,region_confined,logic,10,1
551W0_tQA29,shape-T,Medium,82.0,region_confined,logic,13,1
551W0PcVC2O,shape-T,Medium,40.0,region_confined,logic,10,1
551W0R-RO3A,shape-T,Medium,150.0,undercounting,logic,12,1
551W0Tcw92C,shape-T,Easy,15.5,row_col_last,logic,6,1
551W0vsR83A,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0PcwO2g,shape-T,Medium,100.0,exclusion,logic,12,1
551W0Pdw92f,shape-T,Easy,15.5,row_col_last,logic,11,1
551W0Pl-A2A,shape-T,Medium,82.0,region_confined,logic,13,1
551W0P-wA2E,shape-T,Easy,15.5,row_col_last,logic,11,1
551W0xtQe2S,shape-T,Hard,500.0,finned_counts,logic,17,1
551W0RdUi2A,shape-T,Medium,150.0,undercounting,logic,13,1
551W0RlV92e,shape-T,Hard,500.0,finned_counts,logic,16,1
551W0TsRC2e,shape-T,Medium,40.0,region_confined,logic,10,1
551W0xcQA2g,shape-T,Medium,150.0,undercounting,logic,11,1
551W0R_wC2S,shape-T,Hard,500.0,finned_counts,logic,16,1
551W0RsQE3A,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0PswO2i,shape-T,Medium,140.0,exclusion,logic,13,1
551W0RcQE2g,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0Rk-C29,shape-T,Medium,61.0,region_confined,logic,12,1
551W0xkUO2O,shape-T,Medium,100.0,exclusion,logic,13,1
551W0R_RO39,shape-T,Medium,180.0,exclusion,logic,13,1
551W0Rl-C2A,shape-T,Medium,82.0,region_confined,logic,14,1
551W0PtQg2S,shape-T,Hard,540.0,finned_counts,logic,15,1
551W0PsRC3e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0PkUQ29,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RkR93C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0VcRA2C,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RcRe2g,shape-T,Medium,40.0,region_confined,logic,11,1
551W0RdRe2f,shape-T,Easy,15.5,row_col_last,logic,11,1
551W0RsQi2E,shape-T,Medium,40.0,region_confined,logic,11,1
551W0vdV82e,shape-T,Medium,61.0,region_confined,logic,11,1
551W0Pd-92e,shape-T,Easy,15.5,row_col_last,logic,11,1
551W0xsQe3e,shape-T,Easy,15.5,row_col_last,logic,7,1
551W0Pt-938,shape-T,Medium,100.0,exclusion,logic,12,1
551W0RdQi2u,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RdRA2u,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RlUD2A,shape-T,Medium,82.0,region_confined,logic,13,1
551W0vsR82E,shape-T,Easy,15.5,row_col_last,logic,7,1
551W0vtR839,shape-T,Medium,100.0,exclusion,logic,11,1
551W0TtRC29,shape-T,Medium,100.0,exclusion,logic,13,1
551W0xk-82O,shape-T,Medium,100.0,exclusion,logic,13,1
551W0RkQD3C,shape-T,Medium,100.0,exclusion,logic,13,1
551W0RtQi2S,shape-T,Hard,500.0,finned_counts,logic,16,1
551W0R-RO2i,shape-T,Medium,150.0,undercounting,logic,12,1
551W0_sQe2e,shape-T,Medium,82.0,region_confined,logic,11,1
551W0Tt-O28,shape-T,Medium,61.0,region_confined,logic,12,1
551W0RkUD29,shape-T,Medium,61.0,region_confined,logic,12,1
551W0xtQA39,shape-T,Medium,180.0,exclusion,logic,13,1
551W0xlUO2A,shape-T,Medium,82.0,region_confined,logic,14,1
551W0x_w82D,shape-T,Medium,100.0,exclusion,logic,14,1
551W0_cQe2C,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0xdQe2u,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RsQE2i,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0T-QQ2e,shape-T,Medium,150.0,undercounting,logic,12,1
551W0VsRA2e,shape-T,Medium,150.0,undercounting,logic,12,1
551W0RlR92f,shape-T,Hard,540.0,finned_counts,logic,15,1
551W0xdUA2e,shape-T,Medium,82.0,region_confined,logic,13,1
551W0PtwO39,shape-T,Medium,61.0,region_confined,logic,12,1
551W0xl-82A,shape-T,Medium,82.0,region_confined,logic,14,1
551W0Pk-A29,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0x-QO2E,shape-T,Medium,145.0,region_confined,logic,12,1
551W0_-w82e,shape-T,Medium,82.0,region_confined,logic,13,1
551W0P-wA3e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0P_QQ2D,shape-T,Medium,150.0,undercounting,logic,12,1
551W0xkUO29,shape-T,Medium,61.0,region_confined,logic,12,1
551W0V-wC2e,shape-T,Medium,82.0,region_confined,logic,13,1
551W0PtQg2D,shape-T,Medium,150.0,undercounting,logic,11,1
551W0xkU92O,shape-T,Medium,100.0,exclusion,logic,13,1
551W0RkRO3C,shape-T,Medium,100.0,exclusion,logic,13,1
551W0P_QB2D,shape-T,Easy,15.5,row_col_last,logic,6,1
551W0RlUS2A,shape-T,Medium,180.0,exclusion,logic,14,1
551W0xlU92A,shape-T,Medium,82.0,region_confined,logic,13,1
551W0VtQE2O,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0TcwO2C,shape-T,Easy,15.5,row_col_last,logic,7,1
551W0R_R939,shape-T,Hard,500.0,finned_counts,logic,17,1
551W0PkUB29,shape-T,Easy,15.5,row_col_last,logic,7,1
551W0VkRO2C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0zsR82e,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RsRA2E,shape-T,Medium,40.0,region_confined,logic,11,1
551W0Tsw92A,shape-T,Medium,40.0,region_confined,logic,9,1
551W0P-QQ3e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0vtR83O,shape-T,Medium,100.0,exclusion,logic,11,1
551W0_kQ92C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0V-QD2e,shape-T,Medium,82.0,region_confined,logic,11,1
551W0RlR92u,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0RcRe3C,shape-T,Medium,40.0,region_confined,logic,11,1
551W0R-QS3e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0RdVA2A,shape-T,Medium,150.0,undercounting,logic,13,1
551W0PkUB2O,shape-T,Easy,15.5,row_col_last,logic,8,1
551W0xdQA2u,shape-T,Easy,15.5,row_col_last,logic,10,1
551W0P_wA2D,shape-T,Medium,100.0,exclusion,logic,13,1
551W0_kQO2C,shape-T,Medium,100.0,exclusion,logic,11,1
551W0x-Q92E,shape-T,Medium,145.0,region_confined,logic,12,1
551W0x_w82S,shape-T,Hard,500.0,finned_counts,logic,16,1
551W0x-QO3e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W0R-QD3e,shape-T,Easy,15.5,row_col_last,logic,6,1
551W0x-w83e,shape-T,Easy,15.5,row_col_last,logic,9,1
551W17a2ilL,progressive,Medium,145.0,region_confined,logic,11,1
551W0Gz2QSs,progressive,Easy,15.5,row_col_last,logic,9,1
551W1AJCcR2,progressive,Medium,40.0,region_confined,logic,8,1
551W4Gia2TL,progressive,Easy,15.5,row_col_last,logic,10,1
551W86iAbT8,progressive,Medium,100.0,exclusion,logic,11,1
551W2veXAeY,progressive,Medium,100.0,exclusion,logic,10,1
551W48w8Ier,progressive,Medium,40.0,region_confined,logic,13,1
551W9cja2DI,progressive,Medium,140.0,exclusion,logic,13,1
551W6PLKY12,progressive,Medium,150.0,undercounting,logic,11,1
551W2PBCIf6,progressive,Medium,100.0,exclusion,logic,10,1
551W3Mh8bbI,progressive,Hard,500.0,finned_counts,logic,17,1
551W2f5nOuX,progressive,Medium,100.0,exclusion,logic,10,1
551W2f2AcQ8,progressive,Medium,100.0,exclusion,logic,11,1
551W2MgISN8,progressive,Medium,100.0,exclusion,logic,14,1
551W25gLMNG,progressive,Medium,100.0,exclusion,logic,9,1
551W8cJG6Tu,progressive,Easy,15.5,row_col_last,logic,6,1
551W8dKHAp2,progressive,Medium,40.0,region_confined,logic,11,1
551W2Lg4Ipo,progressive,Medium,145.0,region_confined,logic,10,1
551W5M01JTt,progressive,Medium,150.0,undercounting,logic,14,1
551WCHwg292,progressive,Easy,15.5,row_col_last,logic,10,1
551W6Prq10a,progressive,Medium,100.0,exclusion,logic,13,1
551W3D28YPY,progressive,Medium,40.0,region_confined,logic,8,1
551W4B5P2un,progressive,Medium,40.0,region_confined,logic,12,1
551W8RzWCqq,progressive,Easy,15.5,row_col_last,logic,6,1
551W2BJLYS4,progressive,Medium,100.0,exclusion,logic,11,1
551W0gxI5JQ,progressive,Medium,100.0,exclusion,logic,13,1
551WAsdOAJI,progressive,Hard,500.0,finned_counts,logic,17,1
551WAqh1Xsb,progressive,Medium,150.0,undercounting,logic,14,1
551W9GmehTA,progressive,Easy,15.5,row_col_last,logic,10,1
551W2hbKzWW,progressive,Medium,100.0,exclusion,logic,9,1
551W1lMORoW,progressive,Hard,500.0,finned_counts,logic,19,1
551W84YKgl9,progressive,Easy,15.5,row_col_last,logic,10,1
551W8YPS5L4,progressive,Medium,145.0,region_confined,logic,12,1
551W9QzGjEK,progressive,Hard,822.0,finned_fish,search,7,1
551W4QQa4pu,progressive,Easy,15.5,row_col_last,logic,9,1
551W175D2Ta,progressive,Medium,100.0,exclusion,logic,12,1
551W4ca0kLx,progressive,Hard,500.0,finned_counts,logic,17,1
551W2H5L4eX,progressive,Easy,15.5,row_col_last,logic,10,1
551W8lYGaEC,progressive,Hard,540.0,finned_counts,logic,13,1
551W2Pg6QeG,progressive,Medium,100.0,exclusion,logic,12,1
551W8gA95Mg,progressive,Medium,180.0,exclusion,logic,15,1
551W4TcY9c4,progressive,Medium,100.0,exclusion,logic,10,1
551W6H2GYVC,progressive,Medium,100.0,exclusion,logic,11,1
551W4XLCTL2,progressive,Medium,61.0,region_confined,logic,11,1
551W0Ac8cMP,progressive,Medium,100.0,exclusion,logic,13,1
551W0H6sOgO,progressive,Easy,15.5,row_col_last,logic,10,1
551W4L1IgTu,progressive,Medium,180.0,exclusion,logic,10,1
551W10g9bLC,progressive,Medium,180.0,exclusion,logic,14,1
551WCcQ89cY,progressive,Medium,100.0,exclusion,logic,13,1
551W19a94Ep,progressive,Medium,100.0,exclusion,logic,11,1
551W1gIQ6VW,progressive,Medium,145.0,region_confined,logic,12,1
551W1wYOxQ0,progressive,Medium,100.0,exclusion,logic,12,1
551W834J2Pc,progressive,Medium,140.0,exclusion,logic,13,1
551W4J9e68o,progressive,Medium,100.0,exclusion,logic,9,1
551W2VqH2YY,progressive,Medium,100.0,exclusion,logic,14,1
551W8X9b6Pa,progressive,Medium,40.0,region_confined,logic,10,1
551W4AxW5rK,progressive,Medium,145.0,region_confined,logic,10,1
551W0iG7tUu,progressive,Hard,500.0,finned_counts,logic,11,1
551W2n4oKn4,progressive,Easy,15.5,row_col_last,logic,10,1
551W4RcabWo,progressive,Hard,580.0,finned_counts,logic,16,1
551WDFTf8qG,progressive,Medium,100.0,exclusion,logic,10,1
551W8Qf1Dqn,progressive,Easy,15.5,row_col_last,logic,9,1
551W16HLNPW,progressive,Medium,100.0,exclusion,logic,10,1
551W4IgOLGY,progressive,Medium,150.0,undercounting,logic,11,1
551W1kbUAWq,progressive,Medium,100.0,exclusion,logic,13,1
551W6vKGC9Y,progressive,Easy,15.5,row_col_last,logic,7,1
551W6f_Cj44,progressive,Expert,625,guessing,search,6,1
551W4Qzn4f1,progressive,Medium,100.0,exclusion,logic,10,1
551W2gZOeaI,progressive,Medium,100.0,exclusion,logic,11,1
551W8hj89rq,progressive,Medium,180.0,exclusion,logic,13,1
551W29cT481,progressive,Easy,15.5,row_col_last,logic,10,1
551W8TLM8X8,progressive,Easy,15.5,row_col_last,logic,10,1
551W2n8Xgn4,progressive,Medium,40.0,region_confined,logic,10,1
551W0HYCYpS,progressive,Easy,15.5,row_col_last,logic,9,1
551W2ZbeBrq,progressive,Medium,100.0,exclusion,logic,9,1
551W6QMT61X,progressive,Hard,540.0,finned_counts,logic,13,1
551W34p3TrG,progressive,Medium,100.0,exclusion,logic,14,1
551WEnIH0z2,progressive,Easy,15.5,row_col_last,logic,10,1
551WCfHGtn1,progressive,Medium,180.0,exclusion,logic,12,1
551W2Rk4baG,progressive,Medium,61.0,region_confined,logic,12,1
551W5Tva2eW,progressive,Medium,100.0,exclusion,logic,11,1
551W8ucKcoO,progressive,Easy,15.5,row_col_last,logic,10,1
551W4vt2LeK,progressive,Medium,150.0,undercounting,logic,16,1
551W2PKoOX2,progressive,Medium,40.0,region_confined,logic,11,1
551W1R2AiQ8,progressive,Easy,15.5,row_col_last,logic,10,1
551W3MPH5aO,progressive,Medium,40.0,region_confined,logic,12,1
551W4Yw4Q9q,progressive,Easy,15.5,row_col_last,logic,9,1
551W0rOXAgg,progressive,Medium,100.0,exclusion,logic,10,1
551W89M3LJv,progressive,Easy,15.5,row_col_last,logic,10,1
551WCgk0Hj4,progressive,Medium,61.0,region_confined,logic,10,1
551W86LN6H8,progressive,Medium,100.0,exclusion,logic,12,1
551W68p94n1,progressive,Medium,100.0,exclusion,logic,11,1
551W2ojIXuX,progressive,Medium,40.0,region_confined,logic,12,1
551W5TwW2en,progressive,Medium,100.0,exclusion,logic,12,1
551WELPWB6K,progressive,Medium,100.0,exclusion,logic,11,1
551W3EG0tUn,progressive,Medium,100.0,exclusion,logic,11,1
551W1If4dlq,progressive,Hard,500.0,finned_counts,logic,13,1
551W1orOewq,progressive,Medium,180.0,exclusion,logic,14,1
551W4CYKpgK,progressive,Medium,100.0,exclusion,logic,12,1
551W2LaGYfC,progressive,Easy,15.5,row_col_last,logic,9,1
551W4GvKJOa,progressive,Medium,61.0,region_confined,logic,13,1
551WAMz19VH,progressive,Hard,500.0,finned_counts,logic,18,1
551W9CoJ4M2,progressive,Easy,15.5,row_col_last,logic,10,1
551W2Cw1bKg,progressive,Medium,100.0,exclusion,logic,13,1
551W0eIo5Ng,progressive,Hard,540.0,finned_counts,logic,11,1
551W6KcIgJH,progressive,Medium,150.0,undercounting,logic,11,1
551W4p58g4I,progressive,Medium,100.0,exclusion,logic,12,1
551W5kcPAW4,progressive,Medium,150.0,undercounting,logic,15,1
551W4DaY9w4,progressive,Medium,40.0,region_confined,logic,8,1
551W0gAJ5Mg,progressive,Medium,100.0,exclusion,logic,11,1
551W0Bq6iis,progressive,Easy,15.5,row_col_last,logic,9,1
551W18oH4Na,progressive,Easy,15.5,row_col_last,logic,9,1
551W5LdGHHI,progressive,Medium,140.0,exclusion,logic,13,1
551W2J5b3eX,progressive,Easy,15.5,row_col_last,logic,10,1
551W4EAcEwK,progressive,Medium,100.0,exclusion,logic,13,1
551W8lYeZM4,progressive,Medium,100.0,exclusion,logic,9,1
551W03OJFgi,progressive,Easy,15.5,row_col_last,logic,9,1
551W1OeXbcp,progressive,Medium,100.0,exclusion,logic,11,1
551W35KX5En,progressive,Medium,166.0,region_confined,logic,14,1
551WAfe9bCY,progressive,Medium,100.0,exclusion,logic,13,1
551W4bQfApa,progressive,Hard,580.0,finned_counts,logic,17,1
551W4IYOt94,progressive,Medium,100.0,exclusion,logic,11,1
551WCr69HP8,progressive,Medium,100.0,exclusion,logic,12,1
551W1459cLM,progressive,Medium,100.0,exclusion,logic,11,1
551W2gbLAWX,progressive,Medium,180.0,exclusion,logic,14,1
551W2fOXAvY,progressive,Medium,180.0,exclusion,logic,11,1
551W0hcGgs8,progressive,Medium,100.0,exclusion,logic,11,1
551W9HbGPGf,progressive,Medium,100.0,exclusion,logic,13,1
551W04iMQh5,progressive,Easy,15.5,row_col_last,logic,10,1
551W2ucX9uH,progressive,Easy,15.5,row_col_last,logic,9,1
551W48k0XjL,progressive,Easy,15.5,row_col_last,logic,9,1
551W9fcGCag,progressive,Easy,15.5,row_col_last,logic,10,1
551WAghq142,progressive,Medium,100.0,exclusion,logic,11,1
551W1E1XMQb,progressive,Medium,100.0,exclusion,logic,10,1
551W9L2Whcc,progressive,Medium,140.0,exclusion,logic,15,1
551W5ne8FsY,progressive,Easy,15.5,row_col_last,logic,10,1
551W4xCg0r4,progressive,Easy,15.5,row_col_last,logic,9,1
551W6AKH2fa,progressive,Easy,15.5,row_col_last,logic,10,1
551W8ji8bMc,progressive,Hard,500.0,finned_counts,logic,19,1
551W4LY94P8,progressive,Medium,40.0,region_confined,logic,8,1
551W0f0HCl_,progressive,Medium,100.0,exclusion,logic,10,1
551W8b8n6LP,progressive,Medium,40.0,region_confined,logic,10,1
551W6NRe5E1,progressive,Medium,100.0,exclusion,logic,9,1
551W2kyW9ga,progressive,Medium,100.0,exclusion,logic,12,1
551WAhhW4OI,progressive,Easy,15.5,row_col_last,logic,9,1
551W0aI9Cpv,progressive,Medium,100.0,exclusion,logic,13,1
551W5fT1QUq,progressive,Medium,150.0,undercounting,logic,12,1
551W29nGYKs,progressive,Easy,15.5,row_col_last,logic,10,1
551W3mU9QNa,progressive,Medium,100.0,exclusion,logic,12,1
551W2QCoCQg,progressive,Medium,40.0,region_confined,logic,10,1
551WCXZ4TDa,progressive,Medium,140.0,exclusion,logic,12,1
551W0gAHQjc,progressive,Medium,150.0,undercounting,logic,13,1
551W2Pcc98H,progressive,Easy,15.5,row_col_last,logic,10,1
551WAcpS2F0,progressive,Easy,15.5,row_col_last,logic,9,1
551W4IHXZTn,progressive,Medium,100.0,exclusion,logic,11,1
551W5zwnA6W,progressive,Hard,500.0,finned_counts,logic,14,1
551W2Tp0YgI,progressive,Medium,100.0,exclusion,logic,11,1
551W1je2MAc,progressive,Medium,100.0,exclusion,logic,12,1
551WAd482Vg,progressive,Medium,150.0,undercounting,logic,11,1
551W2AaP28p,progressive,Medium,61.0,region_confined,logic,12,1
551W0HNH4xP,progressive,Medium,140.0,exclusion,logic,14,1
551W0HaA8_C,progressive,Easy,15.5,row_col_last,logic,9,1
551W68cZDOH,progressive,Medium,100.0,exclusion,logic,12,1
551WDpg0IGP,progressive,Medium,100.0,exclusion,logic,9,1
551W0sac7h5,progressive,Medium,180.0,exclusion,logic,11,1
551W0Qsf7X6,progressive,Easy,15.5,row_col_last,logic,10,1
551W8frOCaq,progressive,Easy,15.5,row_col_last,logic,11,1
551W0TJc9-8,progressive,Medium,61.0,region_confined,logic,10,1
551WCgXX3in,progressive,Hard,540.0,finned_counts,logic,16,1
551W46nHJlK,progressive,Medium,150.0,undercounting,logic,15,1
551W3FV0LKX,progressive,Medium,100.0,exclusion,logic,12,1
551W8HxGQLI,progressive,Medium,145.0,region_confined,logic,10,1
551W29PZEfX,progressive,Medium,180.0,exclusion,logic,15,1
551W8CP3bMP,progressive,Easy,15.5,row_col_last,logic,10,1
551W5DPm2sI,progressive,Medium,150.0,undercounting,logic,12,1
551W8hSK1JB,progressive,Easy,15.5,row_col_last,logic,10,1
551WCos82T2,progressive,Easy,15.5,row_col_last,logic,9,1
551W965J6LI,progressive,Medium,100.0,exclusion,logic,11,1
551W5Qd0caQ,progressive,Medium,100.0,exclusion,logic,12,1
551W5xQ5OBm,progressive,Medium,40.0,region_confined,logic,12,1
551W02PgipQ,progressive,Hard,540.0,finned_counts,logic,14,1
551W4n4M48Z,progressive,Easy,15.5,row_col_last,logic,10,1
551WCXCmapC,progressive,Medium,100.0,exclusion,logic,12,1
551W2BCW5Sp,progressive,Medium,61.0,region_confined,logic,12,1
551W1dcQaH0,progressive,Medium,100.0,exclusion,logic,15,1
551W6VjW45v,progressive,Medium,150.0,undercounting,logic,16,1
551W1AxGKN5,progressive,Medium,40.0,region_confined,logic,11,1
551W2cLE2Ee,progressive,Medium,82.0,region_confined,logic,12,1
551W9AvHBiS,progressive,Medium,100.0,exclusion,logic,12,1
551W8WK1Txg,progressive,Medium,82.0,region_confined,logic,12,1
551W5Tr8Hem,progressive,Medium,100.0,exclusion,logic,11,1
551W9fi9XMY,progressive,Medium,200.0,undercounting,logic,15,1
551W0k2I6Ut,progressive,Medium,100.0,exclusion,logic,11,1
551W6U_O589,progressive,Medium,100.0,exclusion,logic,11,1
551W2Ir8azK,progressive,Hard,500.0,finned_counts,logic,14,1
551W1wHQ6lm,progressive,Medium,145.0,region_confined,logic,12,1
551W1b5QLHI,progressive,Medium,40.0,region_confined,logic,10,1
551W4gkWg6P,progressive,Medium,40.0,region_confined,logic,12,1
551W8XrKLGa,progressive,Medium,100.0,exclusion,logic,13,1
551WAEwo4M2,progressive,Easy,15.5,row_col_last,logic,10,1
551W98jXE-I,progressive,Hard,500.0,finned_counts,logic,17,1
551W0KqHLwe,progressive,Medium,150.0,undercounting,logic,13,1
551W5FH8auq,progressive,Medium,150.0,undercounting,logic,14,1
551W2DF0XLh,progressive,Easy,15.5,row_col_last,logic,9,1
